dist_id,city,district,city_title,dist_title,area_sqm,urban_15_34,rural_15_34,total_15_34,dense_15_34
VNM.35.2_1,LạngSơn,BìnhGia,Tỉnh,Huyện,1093668432.3798997,767.0,14766.0,15533.0,14.0
VNM.35.4_1,LạngSơn,ChiLăng,Tỉnh,Huyện,703920389.535652,3214.0,18726.0,21940.0,31.0
VNM.35.5_1,LạngSơn,ĐìnhLập,Tỉnh,Huyện,1187690315.6595886,1653.0,7721.0,9374.0,8.0
VNM.49.3_1,QuảngNinh,CẩmPhả,Tỉnh,ThànhPhố,384952648.47023547,48333.0,2546.0,50879.0,132.0
VNM.3.1_1,BắcGiang,BắcGiang,Tỉnh,ThànhPhố,66725832.26881789,28080.0,19641.0,47721.0,715.0
VNM.62.8_1,VĩnhPhúc,VĩnhYên,Tỉnh,ThànhPhố,50898939.529435046,29133.0,5887.0,35020.0,688.0
VNM.31.5_1,HưngYên,MỹHào,Tỉnh,Huyện,79221658.94647792,4357.0,29485.0,33842.0,427.0
VNM.31.3_1,HưngYên,KhoáiChâu,Tỉnh,Huyện,130472464.71260831,2039.0,51873.0,53912.0,413.0
VNM.28.6_1,HàNam,ThanhLiêm,Tỉnh,Huyện,164802418.75172648,3096.0,28986.0,32082.0,195.0
VNM.57.17_1,ThanhHóa,QuanSơn,Tỉnh,Huyện,931898491.8278131,696.0,13118.0,13814.0,15.0
VNM.57.26_1,ThanhHóa,VĩnhLộc,Tỉnh,Huyện,157003194.82017484,545.0,23830.0,24375.0,155.0
VNM.57.27_1,ThanhHóa,YênĐịnh,Tỉnh,Huyện,234765139.64628333,2275.0,45404.0,47679.0,203.0
VNM.57.5_1,ThanhHóa,HậuLộc,Tỉnh,Huyện,139547596.15550268,1471.0,53428.0,54899.0,393.0
VNM.41.8_1,NghệAn,KỳSơn,Tỉnh,Huyện,2088693036.7913802,812.0,29479.0,30291.0,15.0
VNM.41.19_1,NghệAn,TươngDương,Tỉnh,Huyện,2807205343.8398004,1115.0,27103.0,28218.0,10.0
VNM.41.16_1,NghệAn,TânKỳ,Tỉnh,Huyện,729814521.8422754,1932.0,48249.0,50181.0,69.0
VNM.41.18_1,NghệAn,ThanhChương,Tỉnh,Huyện,1122566547.9743757,2079.0,73008.0,75087.0,67.0
VNM.29.3_1,HàTĩnh,ĐứcThọ,Tỉnh,Huyện,201921700.79485643,1622.0,20621.0,22243.0,110.0
VNM.46.6_1,QuảngBình,QuảngTrạch,Tỉnh,Huyện,445710760.26135576,0.0,34998.0,34998.0,79.0
VNM.46.5_1,QuảngBình,QuảngNinh,Tỉnh,Huyện,1197297854.2585945,1402.0,24482.0,25884.0,22.0
VNM.50.7_1,QuảngTrị,HướngHóa,Tỉnh,Huyện,1148089908.3472524,7448.0,21565.0,29013.0,25.0
VNM.50.2_1,QuảngTrị,CamLộ,Tỉnh,Huyện,343767412.6390433,1883.0,11254.0,13137.0,38.0
VNM.48.9_1,QuảngNgãi,SơnHà,Tỉnh,Huyện,755132604.7103441,3087.0,23223.0,26310.0,35.0
VNM.45.5_1,PhúYên,SôngCầu,Tỉnh,ThịXã,491746133.88649505,9181.0,20269.0,29450.0,60.0
VNM.15.4_1,ĐắkLắk,CưM'gar,Tỉnh,Huyện,823159696.683582,10402.0,51391.0,61793.0,75.0
VNM.15.13_1,ĐắkLắk,Lắk,Tỉnh,Huyện,1256051481.669787,1861.0,22401.0,24262.0,19.0
VNM.16.5_1,ĐắkNông,ĐăkGlong,Tỉnh,Huyện,1448120604.6058178,0.0,22908.0,22908.0,16.0
VNM.16.1_1,ĐắkNông,CưJút,Tỉnh,Huyện,720382791.3723168,5080.0,24307.0,29387.0,41.0
VNM.37.9_1,LâmĐồng,DiLinh,Tỉnh,Huyện,1616155819.3055146,6425.0,42883.0,49308.0,31.0
VNM.37.4_1,LâmĐồng,ĐạHuoai,Tỉnh,Huyện,495016612.3713251,3323.0,6184.0,9507.0,19.0
VNM.10.8_1,BìnhPhước,HớnQuản,Tỉnh,Huyện,667595815.318437,4588.0,25768.0,30356.0,45.0
VNM.7.1_1,BàRịa-VũngTàu,BàRịa,Tỉnh,ThànhPhố,90893393.38193576,21521.0,11104.0,32625.0,359.0
VNM.25.16_1,HồChíMinh,4,ThànhPhố,Quận,4178415.0205731033,56606.0,0.0,56606.0,13547.0
VNM.25.4_1,HồChíMinh,CầnGiờ,ThànhPhố,Huyện,717608334.4809732,2830.0,18728.0,21558.0,30.0
VNM.1.9_1,AnGiang,TânChâu,Tỉnh,ThịXã,171650412.41987258,12586.0,20449.0,33035.0,192.0
VNM.13.9_1,CàMau,UMinh,Tỉnh,Huyện,770539736.8316959,1932.0,27907.0,29839.0,39.0
VNM.44.4_1,PhúThọ,LâmThao,Tỉnh,Huyện,99560025.14656906,4443.0,23770.0,28213.0,283.0
VNM.22.4_1,HảiDương,GiaLộc,Tỉnh,Huyện,114002113.31928769,3816.0,36958.0,40774.0,358.0
VNM.28.2_1,HàNam,DuyTiên,Tỉnh,Huyện,122628133.44849813,3989.0,36666.0,40655.0,332.0
VNM.12.1_1,CầnThơ,BìnhThuỷ,ThànhPhố,Quận,70316279.7269146,46835.0,0.0,46835.0,666.0
VNM.21.10_1,GiaLai,IaGrai,Tỉnh,Huyện,1120175641.7000756,3365.0,30485.0,33850.0,30.0
VNM.27.21_1,HàNội,PhúcThọ,ThànhPhố,Huyện,119176976.5148223,2466.0,50594.0,53060.0,445.0
VNM.32.4_1,KhánhHòa,KhánhSơn,Tỉnh,Huyện,339693237.24350965,1574.0,7042.0,8616.0,25.0
VNM.52.11_1,SơnLa,VânHồ,Tỉnh,Huyện,969791693.1723815,0.0,20874.0,20874.0,22.0
VNM.22.1_1,HảiDương,BìnhGiang,Tỉnh,Huyện,106369569.87354241,1285.0,32252.0,33537.0,315.0
VNM.40.4_1,NamĐịnh,NamĐịnh,Tỉnh,ThànhPhố,46543128.72400205,41553.0,15023.0,56576.0,1216.0
VNM.8.6_1,BìnhĐịnh,PhùMỹ,Tỉnh,Huyện,554667546.8372917,4208.0,35494.0,39702.0,72.0
VNM.21.1_1,GiaLai,AnKhê,Tỉnh,ThịXã,199740187.56760067,13538.0,6641.0,20179.0,101.0
VNM.21.4_1,GiaLai,ChưPrông,Tỉnh,Huyện,1699659178.960839,3078.0,36924.0,40002.0,24.0
VNM.53.9_1,TâyNinh,TrảngBàng,Tỉnh,Huyện,338726130.8219992,3662.0,57299.0,60961.0,180.0
VNM.6.1_1,BếnTre,BếnTre,Tỉnh,ThànhPhố,71769497.87854038,16549.0,16131.0,32680.0,455.0
VNM.38.4_1,LàoCai,BátXát,Tỉnh,Huyện,1052549637.1229519,1657.0,28142.0,29799.0,28.0
VNM.9.6_1,BìnhDương,PhúGiáo,Tỉnh,Huyện,545763894.1614178,4363.0,23535.0,27898.0,51.0
VNM.52.2_1,SơnLa,MộcChâu,Tỉnh,Huyện,1077277236.4023159,11870.0,23726.0,35596.0,33.0
VNM.14.2_1,CaoBằng,BảoLâm,Tỉnh,Huyện,913494761.5273335,2087.0,21523.0,23610.0,26.0
VNM.21.5_1,GiaLai,ChưPưh,Tỉnh,Huyện,718994556.4794966,4110.0,22408.0,26518.0,37.0
VNM.39.9_1,LongAn,TânAn,Tỉnh,ThànhPhố,81750226.54874575,29103.0,11312.0,40415.0,494.0
VNM.5.8_1,BắcNinh,YênPhong,Tỉnh,Huyện,97122844.9520915,5997.0,79472.0,85469.0,880.0
VNM.55.7_1,TháiBình,TiềnHải,Tỉnh,Huyện,237650381.11329758,1355.0,53346.0,54701.0,230.0
VNM.45.2_1,PhúYên,ĐôngHòa,Tỉnh,Huyện,266926026.9607016,10041.0,22542.0,32583.0,122.0
VNM.9.2_1,BìnhDương,BếnCát,Tỉnh,ThịXã,234220747.13998422,115449.0,31370.0,146819.0,627.0
VNM.39.3_1,LongAn,CầnGiuộc,Tỉnh,Huyện,217515750.4021068,2855.0,63305.0,66160.0,304.0
VNM.63.8_1,YênBái,YênBái,Tỉnh,ThànhPhố,107589894.17139052,16999.0,6862.0,23861.0,222.0
VNM.11.4_1,BìnhThuận,HàmThuậnBắc,Tỉnh,Huyện,1343402525.018777,9781.0,51137.0,60918.0,45.0
VNM.35.8_1,LạngSơn,LộcBình,Tỉnh,Huyện,985172719.2930111,5037.0,23479.0,28516.0,29.0
VNM.24.2_1,HậuGiang,ChâuThành,Tỉnh,Huyện,141359423.96937138,6758.0,19210.0,25968.0,184.0
VNM.27.5_1,HàNội,CầuGiấy,ThànhPhố,Quận,12287570.64844822,116965.0,0.0,116965.0,9519.0
VNM.33.14_1,KiênGiang,UMinhThượng,Tỉnh,Huyện,434316267.4567952,0.0,17316.0,17316.0,40.0
VNM.36.7_1,LaiChâu,TânUyên,Tỉnh,Huyện,898327041.363088,4552.0,15763.0,20315.0,23.0
VNM.23.10_1,HảiPhòng,KiếnThuỵ,ThànhPhố,Huyện,104368619.35223435,860.0,38767.0,39627.0,380.0
VNM.31.9_1,HưngYên,VănLâm,Tỉnh,Huyện,74807938.13089177,7239.0,37571.0,44810.0,599.0
VNM.55.1_1,TháiBình,ĐôngHưng,Tỉnh,Huyện,199452666.30640623,942.0,59574.0,60516.0,303.0
VNM.42.7_1,NinhBình,YênKhánh,Tỉnh,Huyện,142502289.54601526,4186.0,39685.0,43871.0,308.0
VNM.11.6_1,BìnhThuận,LaGi,Tỉnh,ThịXã,184486163.70085424,19311.0,13640.0,32951.0,179.0
VNM.58.8_1,TiềnGiang,GòCông,Tỉnh,ThịXã,101950035.5399079,6306.0,21052.0,27358.0,268.0
VNM.8.10_1,BìnhĐịnh,VânCanh,Tỉnh,Huyện,802323381.2674248,2042.0,6839.0,8881.0,11.0
VNM.22.9_1,HảiDương,NinhGiang,Tỉnh,Huyện,136368205.18962517,1282.0,36075.0,37357.0,274.0
VNM.24.8_1,HậuGiang,VịThuỷ,Tỉnh,Huyện,226788056.77538854,1683.0,23694.0,25377.0,112.0
VNM.48.10_1,QuảngNgãi,SơnTịnh,Tỉnh,Huyện,242159446.6669947,0.0,29381.0,29381.0,121.0
VNM.41.9_1,NghệAn,NamĐàn,Tỉnh,Huyện,292518766.5977331,1968.0,44422.0,46390.0,159.0
VNM.52.1_1,SơnLa,BắcYên,Tỉnh,Huyện,1097153551.90804,1737.0,21346.0,23083.0,21.0
VNM.11.8_1,BìnhThuận,PhúQuí,Tỉnh,Huyện,18000260.080877222,0.0,9172.0,9172.0,510.0
VNM.13.8_1,CàMau,TrầnVănThời,Tỉnh,Huyện,700438608.0700963,14149.0,47895.0,62044.0,89.0
VNM.59.3_1,TràVinh,CàngLong,Tỉnh,Huyện,294841090.06212145,3100.0,35032.0,38132.0,129.0
VNM.33.2_1,KiênGiang,AnMinh,Tỉnh,Huyện,576309969.6997229,1952.0,32125.0,34077.0,59.0
VNM.62.4_1,VĩnhPhúc,SôngLô,Tỉnh,Huyện,150380724.44171345,898.0,25712.0,26610.0,177.0
VNM.41.15_1,NghệAn,QuỳnhLưu,Tỉnh,Huyện,444096646.81371033,2445.0,78942.0,81387.0,183.0
VNM.27.1_1,HàNội,ứngHòa,ThànhPhố,Huyện,188113474.32755998,4040.0,58883.0,62923.0,334.0
VNM.27.6_1,HàNội,ChươngMỹ,ThànhPhố,Huyện,238388380.4998006,11228.0,90893.0,102121.0,428.0
VNM.20.8_1,ĐiệnBiên,TủaChùa,Tỉnh,Huyện,680454395.1337714,1437.0,18608.0,20045.0,29.0
VNM.20.10_1,ĐiệnBiên,TuầnGiáo,Tỉnh,Huyện,1134911682.093473,2462.0,29513.0,31975.0,28.0
VNM.52.3_1,SơnLa,MaiSơn,Tỉnh,Huyện,1426405789.0667167,4142.0,50649.0,54791.0,38.0
VNM.52.7_1,SơnLa,SốpCộp,Tỉnh,Huyện,1472281012.8531733,0.0,18155.0,18155.0,12.0
VNM.30.4_1,HoàBình,KỳSơn,Tỉnh,Huyện,205594607.27936772,531.0,9012.0,9543.0,46.0
VNM.44.12_1,PhúThọ,ViệtTrì,Tỉnh,ThànhPhố,116054943.65791097,35574.0,21704.0,57278.0,494.0
VNM.44.6_1,PhúThọ,PhúThọ,Tỉnh,ThịXã,65031801.69675404,5877.0,13305.0,19182.0,295.0
VNM.44.11_1,PhúThọ,ThanhThuỷ,Tỉnh,Huyện,124582512.9354976,1431.0,22098.0,23529.0,189.0
VNM.44.8_1,PhúThọ,TânSơn,Tỉnh,Huyện,688010051.3748993,0.0,26700.0,26700.0,39.0
VNM.22.10_1,HảiDương,TứKỳ,Tỉnh,Huyện,172492364.16911298,1946.0,45884.0,47830.0,277.0
VNM.23.8_1,HảiPhòng,HồngBàng,ThànhPhố,Quận,14972673.018673198,24544.0,0.0,24544.0,1639.0
VNM.23.6_1,HảiPhòng,DươngKinh,ThànhPhố,Quận,46341331.01557469,18311.0,0.0,18311.0,395.0
VNM.55.4_1,TháiBình,QuỳnhPhụ,Tỉnh,Huyện,210177517.70921192,3094.0,54720.0,57814.0,275.0
VNM.28.1_1,HàNam,BìnhLục,Tỉnh,Huyện,143773128.1792382,1532.0,32627.0,34159.0,238.0
VNM.40.3_1,NamĐịnh,MỹLộc,Tỉnh,Huyện,74463983.67415912,1297.0,18005.0,19302.0,259.0
VNM.57.20_1,ThanhHóa,ThọXuân,Tỉnh,Huyện,283620683.5584261,3401.0,45411.0,48812.0,172.0
VNM.41.7_1,NghệAn,HưngNguyên,Tỉnh,Huyện,158021679.87326598,2633.0,35712.0,38345.0,243.0
VNM.29.1_1,HàTĩnh,CẩmXuyên,Tỉnh,Huyện,637332010.4489723,3710.0,38157.0,41867.0,66.0
VNM.29.10_1,HàTĩnh,LộcHà,Tỉnh,Huyện,117009282.16224247,0.0,20907.0,20907.0,179.0
VNM.46.8_1,QuảngBình,TuyênHóa,Tỉnh,Huyện,1127749364.7424588,1590.0,22401.0,23991.0,21.0
VNM.54.9_1,ThừaThiênHuế,QuảngĐiền,Tỉnh,Huyện,163778552.70138276,2683.0,17355.0,20038.0,122.0
VNM.47.5_1,QuảngNam,DuyXuyên,Tỉnh,Huyện,310581755.070232,6164.0,30769.0,36933.0,119.0
VNM.47.8_1,QuảngNam,NamGiang,Tỉnh,Huyện,1846117856.1671882,2138.0,6718.0,8856.0,5.0
VNM.8.1_1,BìnhĐịnh,AnLão,Tỉnh,Huyện,694053874.3057231,1145.0,7263.0,8408.0,12.0
VNM.8.4_1,BìnhĐịnh,HoàiNhơn,Tỉnh,Huyện,421273391.8091282,7206.0,43842.0,51048.0,121.0
VNM.45.7_1,PhúYên,TâyHoà,Tỉnh,Huyện,628821031.5622631,3431.0,27013.0,30444.0,48.0
VNM.43.7_1,NinhThuận,ThuậnNam,Tỉnh,Huyện,564536496.510064,0.0,18865.0,18865.0,33.0
VNM.34.3_1,KonTum,ĐắkTô,Tỉnh,Huyện,508831565.514022,4017.0,11096.0,15113.0,30.0
VNM.34.5_1,KonTum,KonPlông,Tỉnh,Huyện,1373326771.5544777,0.0,10434.0,10434.0,8.0
VNM.34.6_1,KonTum,KonRẫy,Tỉnh,Huyện,916409566.9064307,1701.0,8426.0,10127.0,11.0
VNM.16.4_1,ĐắkNông,ĐắkSong,Tỉnh,Huyện,804932311.2987093,2121.0,23982.0,26103.0,32.0
VNM.37.3_1,LâmĐồng,CátTiên,Tỉnh,Huyện,427319239.73995405,4452.0,5730.0,10182.0,24.0
VNM.10.4_1,BìnhPhước,BùGiaMập,Tỉnh,Huyện,1066566184.2936324,0.0,30311.0,30311.0,28.0
VNM.53.8_1,TâyNinh,TâyNinh,Tỉnh,ThànhPhố,139969647.68456975,31103.0,7978.0,39081.0,279.0
VNM.7.6_1,BàRịa-VũngTàu,VũngTàu,Tỉnh,ThànhPhố,140832322.12207523,101715.0,4918.0,106633.0,757.0
VNM.7.7_1,BàRịa-VũngTàu,XuyênMộc,Tỉnh,Huyện,641222306.2111894,4678.0,35283.0,39961.0,62.0
VNM.25.10_1,HồChíMinh,10,ThànhPhố,Quận,5707746.7600985365,80836.0,0.0,80836.0,14163.0
VNM.18.1_1,ĐồngTháp,CaoLãnh,Tỉnh,ThànhPhố,108439774.70025714,28161.0,22893.0,51054.0,471.0
VNM.1.4_1,AnGiang,ChâuPhú,Tỉnh,Huyện,450795016.5067474,4624.0,47867.0,52491.0,116.0
VNM.33.1_1,KiênGiang,AnBiên,Tỉnh,Huyện,391669427.19955105,3580.0,29651.0,33231.0,85.0
VNM.33.5_1,KiênGiang,GiangThành,Tỉnh,Huyện,406229031.389142,0.0,9382.0,9382.0,23.0
VNM.51.2_1,SócTrăng,CùLaoDung,Tỉnh,Huyện,242548760.0088431,1635.0,14036.0,15671.0,65.0
VNM.13.7_1,CàMau,ThớiBình,Tỉnh,Huyện,637161090.0785648,2895.0,36778.0,39673.0,62.0
VNM.46.7_1,QuảngBình,ĐồngHới,Tỉnh,ThànhPhố,155277438.24571654,26148.0,12018.0,38166.0,246.0
VNM.21.14_1,GiaLai,KrôngPa,Tỉnh,Huyện,1622217379.755256,3887.0,27574.0,31461.0,19.0
VNM.37.5_1,LâmĐồng,ĐạTẻh,Tỉnh,Huyện,527274387.8149847,4466.0,7613.0,12079.0,23.0
VNM.1.6_1,AnGiang,LongXuyên,Tỉnh,ThànhPhố,114609613.02042466,70515.0,9060.0,79575.0,694.0
VNM.12.5_1,CầnThơ,ÔMôn,ThànhPhố,Quận,129789291.64255835,35746.0,0.0,35746.0,275.0
VNM.54.3_1,ThừaThiênHuế,HươngThủy,Tỉnh,ThịXã,454953359.1190611,21825.0,14678.0,36503.0,80.0
VNM.10.1_1,BìnhPhước,BìnhLong,Tỉnh,ThịXã,127027155.642721,9776.0,7385.0,17161.0,135.0
VNM.14.6_1,CaoBằng,HoàAn,Tỉnh,Huyện,605972671.9979943,864.0,13748.0,14612.0,24.0
VNM.17.10_1,ĐồngNai,VĩnhCửu,Tỉnh,Huyện,1089567451.6650949,7690.0,48168.0,55858.0,51.0
VNM.3.5_1,BắcGiang,LụcNgạn,Tỉnh,Huyện,1028916825.0360225,2093.0,74629.0,76722.0,75.0
VNM.29.5_1,HàTĩnh,HàTĩnh,Tỉnh,ThànhPhố,56650241.16889206,18976.0,8630.0,27606.0,487.0
VNM.32.6_1,KhánhHòa,NhaTrang,Tỉnh,ThànhPhố,254716077.03978443,88793.0,43948.0,132741.0,521.0
VNM.33.4_1,KiênGiang,GiồngRiềng,Tỉnh,Huyện,641456245.6756635,6223.0,70085.0,76308.0,119.0
VNM.2.1_1,BạcLiêu,BạcLiêu,Tỉnh,ThànhPhố,147044185.1883301,35994.0,13693.0,49687.0,338.0
VNM.21.2_1,GiaLai,AyunPa,Tỉnh,ThịXã,286985716.8158076,6565.0,6408.0,12973.0,45.0
VNM.62.6_1,VĩnhPhúc,TamDương,Tỉnh,Huyện,108044616.4222183,3136.0,30687.0,33823.0,313.0
VNM.37.1_1,LâmĐồng,BảoLộc,Tỉnh,ThànhPhố,233113390.3398837,28309.0,17136.0,45445.0,195.0
VNM.19.5_1,ĐàNẵng,NgũHànhSơn,ThànhPhố,Quận,39579270.07703799,34577.0,0.0,34577.0,874.0
VNM.15.2_1,ĐắkLắk,BuônMaThuột,Tỉnh,ThànhPhố,378460980.5182081,82222.0,42923.0,125145.0,331.0
VNM.33.13_1,KiênGiang,TânHiệp,Tỉnh,Huyện,425565682.4391617,5068.0,33784.0,38852.0,91.0
VNM.34.10_1,KonTum,TuMơRông,Tỉnh,Huyện,859173866.7769432,0.0,10825.0,10825.0,13.0
VNM.52.5_1,SơnLa,PhùYên,Tỉnh,Huyện,1233684813.7647896,2165.0,31408.0,33573.0,27.0
VNM.27.16_1,HàNội,LongBiên,ThànhPhố,Quận,59589274.21945927,90324.0,0.0,90324.0,1516.0
VNM.21.12_1,GiaLai,KBang,Tỉnh,Huyện,1836478307.6759164,4579.0,16869.0,21448.0,12.0
VNM.57.6_1,ThanhHóa,HàTrung,Tỉnh,Huyện,244773330.935696,1642.0,33615.0,35257.0,144.0
VNM.15.10_1,ĐắkLắk,KrôngBúk,Tỉnh,Huyện,357633230.8730187,0.0,21406.0,21406.0,60.0
VNM.47.7_1,QuảngNam,HiệpĐức,Tỉnh,Huyện,496902225.55201733,900.0,8935.0,9835.0,20.0
VNM.34.8_1,KonTum,NgọcHồi,Tỉnh,Huyện,833510066.4209745,6444.0,13942.0,20386.0,24.0
VNM.14.12_1,CaoBằng,TràLĩnh,Tỉnh,Huyện,252795565.8886902,1581.0,5247.0,6828.0,27.0
VNM.14.13_1,CaoBằng,TrùngKhánh,Tỉnh,Huyện,466843997.0368469,1413.0,13320.0,14733.0,32.0
VNM.36.1_1,LaiChâu,LaiChâu,Tỉnh,ThànhPhố,70330282.17867897,10643.0,2359.0,13002.0,185.0
VNM.31.2_1,HưngYên,HưngYên,Tỉnh,ThànhPhố,70492297.9225643,12926.0,17037.0,29963.0,425.0
VNM.29.8_1,HàTĩnh,KỳAnh,Tỉnh,ThịXã,278556781.89068043,17904.0,10394.0,28298.0,102.0
VNM.50.5_1,QuảngTrị,GioLinh,Tỉnh,Huyện,473550209.2613401,3992.0,16487.0,20479.0,43.0
VNM.9.9_1,BìnhDương,ThuậnAn,Tỉnh,ThịXã,83757623.23151682,288465.0,2164.0,290629.0,3470.0
VNM.18.9_1,ĐồngTháp,TamNông,Tỉnh,Huyện,474693655.7406397,3316.0,26724.0,30040.0,63.0
VNM.42.1_1,NinhBình,GiaViễn,Tỉnh,Huyện,176858158.03217584,1326.0,32057.0,33383.0,189.0
VNM.47.13_1,QuảngNam,PhướcSơn,Tỉnh,Huyện,1153827873.174003,2374.0,6831.0,9205.0,8.0
VNM.41.2_1,NghệAn,CửaLò,Tỉnh,ThịXã,25695080.388682246,17916.0,0.0,17916.0,697.0
VNM.39.10_1,LongAn,TânHưng,Tỉnh,Huyện,497716747.69406193,1584.0,13223.0,14807.0,30.0
VNM.3.3_1,BắcGiang,LạngGiang,Tỉnh,Huyện,244071551.1350699,2504.0,59328.0,61832.0,253.0
VNM.51.7_1,SócTrăng,NgãNăm,Tỉnh,ThịXã,242454483.49168754,10424.0,9881.0,20305.0,84.0
VNM.25.11_1,HồChíMinh,11,ThànhPhố,Quận,5131334.11596253,66796.0,0.0,66796.0,13017.0
VNM.17.3_1,ĐồngNai,ĐịnhQuán,Tỉnh,Huyện,971939066.6178058,5310.0,46566.0,51876.0,53.0
VNM.60.6_1,TuyênQuang,TuyênQuang,Tỉnh,ThànhPhố,119259185.99229716,15159.0,10930.0,26089.0,219.0
VNM.61.7_1,VĩnhLong,VĩnhLong,Tỉnh,ThànhPhố,47934551.257407516,32069.0,9676.0,41745.0,871.0
VNM.20.4_1,ĐiệnBiên,Mườngảng,Tỉnh,Huyện,444747264.0048335,1648.0,15854.0,17502.0,39.0
